%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
1341848016818817428,584,1341848016818817428,map,3.64814376855,-0.294846358033,1.45332152712,0.390765889215,0.0773223735884,-0.574783793931,0.714805472371
1341848016850753668,585,1341848016850753668,map,3.65263369899,-0.293180563941,1.45743043361,0.39084487705,0.0774944557255,-0.574216467325,0.715199517485
1341848016882756718,586,1341848016882756718,map,3.65669099272,-0.288690967441,1.46411703406,0.391679776041,0.0790729625827,-0.574269874017,0.714526781047
1341848016918906930,587,1341848016918906930,map,3.66314839166,-0.283867057564,1.46622612036,0.393210795978,0.0772094028698,-0.57449516864,0.713708127954
1341848016986657591,588,1341848016986657591,map,3.66918111569,-0.279671259052,1.47776199349,0.393756327821,0.0833719935107,-0.572678811941,0.714173666035
1341848017018678333,589,1341848017018678333,map,3.67814401779,-0.273772360129,1.47945475504,0.393906639526,0.0816732188885,-0.576214710529,0.711437726297
1341848017050759816,590,1341848017050759816,map,3.68251122761,-0.268065920118,1.48341007484,0.394593393783,0.0809343248916,-0.577098570484,0.710424470307
1341848017086845123,591,1341848017086845123,map,3.68825478396,-0.265033287064,1.48721112734,0.394783422635,0.0831653647807,-0.579951927156,0.707732532194
1341848017150678002,592,1341848017150678002,map,3.69283771111,-0.258075719434,1.49808200238,0.399290792597,0.0834437715119,-0.585227196349,0.700794633182
1341848017186855075,593,1341848017186855075,map,3.69809688722,-0.251872511124,1.50048856567,0.39978638689,0.0818746040824,-0.589621253813,0.697003706557
1341848017218764974,594,1341848017218764974,map,3.70763788373,-0.245840300811,1.50290288452,0.398318340676,0.079143654382,-0.597679906962,0.691272375109
1341848017286637450,595,1341848017286637450,map,3.71311734093,-0.232574668223,1.51180318817,0.400624575714,0.0728227841485,-0.606135425923,0.683225166544
1341848017354736791,596,1341848017354736791,map,3.71900676991,-0.225171093568,1.5251123381,0.397080684944,0.0663468822098,-0.615431222652,0.677620430198
1341848017418824514,597,1341848017418824514,map,3.72670414927,-0.210977810222,1.53156394963,0.399785324352,0.0569402005541,-0.625232544289,0.667842621635
1341848017454791999,598,1341848017454791999,map,3.72163622336,-0.207044804651,1.5427348605,0.404856719261,0.060079351253,-0.623446641741,0.666179998871
1341848017486698517,599,1341848017486698517,map,3.7270417475,-0.201657894154,1.54191968275,0.40389578929,0.0569020733721,-0.628084609103,0.662676451629
1341848017522694188,600,1341848017522694188,map,3.72785544721,-0.196455634481,1.54752275611,0.402729243714,0.0578330704097,-0.630685727663,0.66083283007
1341848017554796747,601,1341848017554796747,map,3.73003149964,-0.189611896404,1.55039458388,0.401987741716,0.0560776960765,-0.634734214756,0.657551247373
1341848017587837631,602,1341848017587837631,map,3.73243449117,-0.186296170085,1.55238127293,0.40349895621,0.0541772128261,-0.637622160648,0.653981195277
1341848017622713991,603,1341848017622713991,map,3.73454899132,-0.181332218871,1.55475030242,0.401247926097,0.0517302970281,-0.641454338917,0.651813174244
1341848017686820034,604,1341848017686820034,map,3.73592739853,-0.171828048731,1.55613539386,0.399068319571,0.0444096355321,-0.647431568719,0.64776896001
1341848017722837148,605,1341848017722837148,map,3.73666255437,-0.166599725271,1.56369087303,0.400234165342,0.04227603854,-0.650584732972,0.644022411282
1341848017822755821,606,1341848017822755821,map,3.73779552084,-0.147924213968,1.5644424764,0.396017191822,0.0279146188829,-0.656436959352,0.641468382648
1341848017890737394,607,1341848017890737394,map,3.74271755438,-0.140797859427,1.5703182441,0.396492159685,0.0253053369695,-0.659099988198,0.638545855067
1341848017958643133,608,1341848017958643133,map,3.74798315933,-0.135777586891,1.57428419772,0.396477474142,0.0272949640742,-0.662227123209,0.635228957757
1341848017990683373,609,1341848017990683373,map,3.74757131213,-0.125515476811,1.57593008545,0.396663455236,0.0231837333653,-0.662853777665,0.634622327329
1341848018090893687,610,1341848018090893687,map,3.75463214765,-0.118734242109,1.58041199414,0.39879934353,0.026141338259,-0.668510046322,0.62719219617
1341848018159144963,611,1341848018159144963,map,3.76051191343,-0.119990437505,1.58503402385,0.405913334672,0.0243192942727,-0.671116880457,0.619875045118
1341848018226660241,612,1341848018226660241,map,3.76398387922,-0.115292725595,1.58836144081,0.407448765922,0.0233307242513,-0.675414993297,0.614211523438
1341848018333905218,613,1341848018333905218,map,3.77780049256,-0.113973120027,1.59870364533,0.413774061891,0.0228179359321,-0.680608842037,0.604187033299
1341848018433770249,614,1341848018433770249,map,3.7974628056,-0.110541715895,1.60933429847,0.41871105175,0.0179896098653,-0.689077424333,0.591210386278
1341848018501822112,615,1341848018501822112,map,3.80842790569,-0.110887125645,1.61976248386,0.426736449852,0.0142510213032,-0.69138759964,0.582817410763
1341848018601738908,616,1341848018601738908,map,3.83386487647,-0.109493993381,1.63094065714,0.430562311887,0.0128796158227,-0.698968724692,0.570870332013
1341848018633686976,617,1341848018633686976,map,3.84142409412,-0.105390594878,1.63505922605,0.430826367099,0.0125576994898,-0.702421794977,0.566422615349
1341848018669810753,618,1341848018669810753,map,3.85242243457,-0.104903195959,1.64040090555,0.433065905435,0.0122184655572,-0.704672229844,0.561908963481
1341848018733853291,619,1341848018733853291,map,3.86910664899,-0.105753081634,1.6526381947,0.436903159706,0.0151761729505,-0.707814898526,0.554872426217
1341848018802234392,620,1341848018802234392,map,3.88759240672,-0.10497709175,1.66607059118,0.437927988528,0.0151720905546,-0.711112601202,0.549825209113
1341848018933794993,621,1341848018933794993,map,3.92053574646,-0.108012065226,1.69139259367,0.437869380865,0.00994593338252,-0.717464783876,0.541678666171
1341848019096441386,622,1341848019096441386,map,3.947880945,-0.100168231003,1.72323959853,0.437021765107,0.0117075584864,-0.723956134332,0.533631367635
1341848019162651498,623,1341848019162651498,map,3.96098755741,-0.0967851741479,1.73432729155,0.438673810015,0.0111226195767,-0.727991707375,0.526753901926
1341848019198644432,624,1341848019198644432,map,3.96776222347,-0.0954423158914,1.73889790963,0.440575634358,0.0122033293982,-0.729795644503,0.522630414481
1341848019330680408,625,1341848019330680408,map,3.99837169913,-0.094191623493,1.75973667852,0.445526040883,0.0162817513209,-0.739531983658,0.504315273118
1341848019431028294,626,1341848019431028294,map,4.03029163496,-0.0903633671985,1.77693825667,-0.446316216414,-0.0194283153737,0.747972383849,-0.490878489316
1341848019530821259,627,1341848019530821259,map,4.06220057254,-0.0862883926805,1.79735382199,-0.445227137416,-0.0163786964947,0.757279417482,-0.477527408678
1341848019630653909,628,1341848019630653909,map,4.0987458769,-0.0827683399751,1.81671694362,-0.446855887643,-0.0135410895763,0.76274766144,-0.467281999028
1341848019766702626,629,1341848019766702626,map,4.14087763749,-0.0863791145036,1.83773553649,-0.45096921678,-0.0152158391159,0.767740601289,-0.454939117164
1341848019798718808,630,1341848019798718808,map,4.15307318457,-0.08793853695,1.84145555431,-0.451105577375,-0.0148272858712,0.769624559196,-0.451621467149
1341848019898832867,631,1341848019898832867,map,4.17454463958,-0.0848221313334,1.85860678199,-0.45328131382,-0.0118516931221,0.775127505573,-0.439969249143
1341848019934782290,632,1341848019934782290,map,4.18259184,-0.0851807076787,1.86265981452,-0.455943181555,-0.00891312743498,0.776731774956,-0.434423884344
1341848020066695772,633,1341848020066695772,map,4.20475806818,-0.0935351915321,1.87405302424,-0.461285961973,-0.00696065376751,0.78551072332,-0.412479947266
1341848020134758122,634,1341848020134758122,map,4.2156546177,-0.0983068968172,1.87710700454,-0.462038053624,-0.00724107169092,0.789522214147,-0.403884978101
